,p1,p2,p3,p4,p5,p6,p7,trend,aic,mse
ARF.AX,1,1.0,1,0,1.0,1.0,12.0,n,-272.35037546100347,0.0017823394896350207
ARB.AX,0,0.0,1,0,0.0,0.0,12.0,ct,381.1862638911834,0.022775659630365645
ICQ.AX,1,1.0,1,0,1.0,0.0,12.0,ct,-416.3722598743425,0.0012928613928584465
AST.AX,0,1.0,0,0,1.0,0.0,12.0,n,-277.3204521911746,4.52772042081051e-09
ASL.AX,0,0.0,0,0,1.0,0.0,12.0,ct,95.15370111605513,0.0038047533814007375
PTM.AX,1,0.0,0,1,0.0,1.0,12.0,ct,5.551273020620744,0.0014486038121575009
ASB.AX,0,0.0,1,1,0.0,1.0,12.0,n,-137.9806558810366,0.003160091102568874
ATU.AX,1,0.0,1,1,0.0,0.0,12.0,t,-434.4059759556723,0.00026311534954892585
SHJ.AX,1,0.0,1,0,0.0,0.0,12.0,c,-40.93130760111689,0.005344161910629811
SGP.AX,1,0.0,0,1,1.0,1.0,12.0,t,-144.0228624420444,0.0005917758216393842
SEK.AX,1,1.0,0,1,1.0,1.0,12.0,ct,128.64826233542072,0.4583512288745126
S32.AX,0,1.0,1,0,0.0,1.0,12.0,c,-113.40537839008086,0.0002894520142957546
POH.AX,1,0.0,0,0,0.0,1.0,12.0,ct,-728.8595534636673,4.817872421435282e-07
LYL.AX,0,1.0,0,1,1.0,0.0,12.0,n,-64.62744198208098,0.0004871814341580461
LBL.AX,0,0.0,0,0,0.0,1.0,12.0,ct,-249.14983912013264,0.0004974658726491499
IVC.AX,0,0.0,0,0,0.0,0.0,12.0,n,2.0,15.100000381469727
IMD.AX,0,1.0,1,0,1.0,0.0,12.0,n,-254.78714556669613,5.2437402060734335e-05
GZL.AX,0,1.0,0,0,1.0,0.0,12.0,n,7.0679606241447726,7.161391213372781e-08
GPT.AX,1,0.0,1,1,0.0,0.0,12.0,t,-153.08249158446742,0.0010222361977723082
CYP.AX,1,1.0,1,1,0.0,0.0,12.0,ct,-179.0466959110353,0.00012598339250979862
CVC.AX,1,1.0,1,1,1.0,1.0,12.0,c,-182.95574794708682,3.639045469494562e-05
CUV.AX,0,0.0,0,0,1.0,0.0,12.0,c,427.0540579159517,0.020904271618803705
CGO.AX,0,1.0,0,0,0.0,1.0,12.0,t,-466.65375469676667,0.0002538716129262958
CGL.AX,1,1.0,0,1,0.0,1.0,12.0,n,23.580388860012327,0.00026789408530358827
CCP.AX,0,0.0,1,1,1.0,1.0,12.0,ct,199.40028686328412,0.012428959252879679
CAA.AX,0,0.0,1,1,1.0,0.0,12.0,n,-465.04453419471537,6.68131241678277e-05
BNO.AX,1,0.0,1,1,1.0,0.0,12.0,t,-219.29422704700542,0.0005181347404695781
BCI.AX,1,0.0,1,0,0.0,1.0,12.0,t,-547.0599429299904,0.0012550956828830118
AVJ.AX,0,1.0,1,1,1.0,1.0,12.0,t,-352.23029415143526,3.041099979450568e-05
AVH.AX,1,1.0,1,0,1.0,1.0,12.0,ct,-350.9631763026176,0.0052433482125515685
TOE.AX,1,1.0,1,0,1.0,0.0,12.0,c,-711.3413557232193,1.5370551641712138e-06
SXY.AX,0,0.0,0,0,1.0,0.0,12.0,n,-205.188343559072,0.00100000500679015
STX.AX,0,1.0,0,0,0.0,0.0,12.0,t,-105.8211008988897,0.0008308835358897461
SRV.AX,0,1.0,0,0,0.0,1.0,12.0,c,-106.52764789673336,0.0007461487597479888
SGO.AX,1,1.0,1,0,0.0,0.0,12.0,n,-118.28003056319866,0.0005715830676377262
SGM.AX,0,0.0,0,0,1.0,1.0,12.0,t,289.1889310279532,0.0206456353057618
SFL.AX,0,1.0,0,0,0.0,0.0,12.0,n,-40.162026902143225,0.0002000004053115817
SEA.AX,1,1.0,1,0,1.0,1.0,12.0,t,-226.7401513945349,0.0006077083766503066
SDG.AX,1,0.0,1,1,0.0,1.0,12.0,ct,-279.375443208781,0.008030039572691106
SCI.AX,1,0.0,0,0,0.0,0.0,12.0,c,-777.6762924391838,3.834663184061615e-05
SCG.AX,1,0.0,1,1,0.0,0.0,12.0,ct,-203.15637250289376,0.00441550203299057
RTR.AX,0,0.0,1,1,0.0,0.0,12.0,c,-60.85105704598988,0.0031612338539134697
SMD.AX,0,1.0,0,0,1.0,0.0,12.0,n,-796.5067025489271,2.526652648909833e-08
RSG.AX,0,0.0,1,0,1.0,1.0,12.0,c,-154.77949745666956,0.00020333387787840884
RRL.AX,0,0.0,1,1,0.0,1.0,12.0,ct,-5.5035184359382905,0.0040306080759915375
RNU.AX,0,0.0,1,1,0.0,1.0,12.0,c,-675.8606723826547,0.0007177143359599729
RMG.AX,0,1.0,0,0,1.0,0.0,12.0,n,-740.2893952349733,7.728559592301565e-08
RKN.AX,0,0.0,1,1,0.0,1.0,12.0,n,-129.08097906160825,5.302000037110677e-05
RFT.AX,0,0.0,0,0,0.0,0.0,12.0,t,-129.98738304432248,0.001086304379784644
RDS.AX,1,1.0,1,0,1.0,0.0,12.0,c,-731.8710796619359,2.8291753008582304e-06
RBR.AX,1,1.0,1,0,0.0,0.0,12.0,c,-962.6476710016503,9.705002563739629e-07
R3D.AX,1,0.0,1,0,1.0,0.0,12.0,ct,,0.0010986515472870583
PXS.AX,0,0.0,0,0,1.0,0.0,12.0,c,-337.74294221226086,8.991331006941161e-05
PSC.AX,0,0.0,1,0,0.0,0.0,12.0,ct,-123.6082453635806,0.0007562992434375518
PRU.AX,0,0.0,1,1,0.0,0.0,12.0,n,-300.533113316451,0.0012159104254279574
PPS.AX,0,0.0,0,0,0.0,0.0,12.0,n,2.0,0.4320000112056732
PNL.AX,0,1.0,1,1,1.0,0.0,12.0,c,-375.8203107689077,3.848446261420224e-05
PME.AX,0,0.0,1,1,0.0,1.0,12.0,c,248.5414185813884,0.017241089082048692
PGC.AX,1,0.0,1,1,0.0,0.0,12.0,t,-407.21985406846636,0.00014256454597000312
PEX.AX,1,1.0,1,1,1.0,0.0,12.0,c,-226.8547441111887,0.00018893143876308471
PEC.AX,1,1.0,1,0,0.0,0.0,12.0,c,-738.4919488318634,9.95580088451048e-06
PAF.AX,0,0.0,0,1,0.0,0.0,12.0,t,-177.05529151948886,0.002604949576575644
PAC.AX,1,0.0,1,1,0.0,0.0,12.0,n,-43.548738295403396,0.0006675477055475554
PAA.AX,0,0.0,1,0,1.0,0.0,12.0,t,-598.2733034729623,8.286624225167794e-06
PMY.AX,0,1.0,1,1,1.0,0.0,12.0,ct,-749.6323336228363,2.2599419781128144e-07
NCM.AX,1,0.0,0,0,1.0,1.0,12.0,n,133.58516313556632,0.017650162647669276
NCK.AX,0,0.0,1,1,0.0,0.0,12.0,c,36.50911407879583,0.0072677214759000455
NAM.AX,0,0.0,0,0,1.0,0.0,12.0,ct,-292.52724537508794,0.0008811763870252287
MYS.AX,0,1.0,1,1,0.0,0.0,12.0,ct,-219.4270388835138,0.0003973665275971428
MXC.AX,0,0.0,1,1,0.0,0.0,12.0,c,-63.356907904292186,0.0031303186629984265
MVF.AX,1,0.0,1,0,0.0,0.0,12.0,ct,-328.2955445502602,0.0009762962272803488
MTS.AX,1,1.0,1,1,0.0,0.0,12.0,ct,-121.4373485753753,0.0008097608665096345
MTH.AX,1,0.0,1,1,1.0,0.0,12.0,c,-569.9564602182178,4.083624876261363e-05
MRN.AX,1,0.0,0,0,0.0,1.0,12.0,n,-215.94331673025044,0.00018763544358835205
MPL.AX,1,1.0,0,0,0.0,0.0,12.0,n,-228.33435801603105,0.0008793298336908785
MND.AX,0,0.0,1,0,1.0,0.0,12.0,t,258.9054349354608,0.05171761240950445
MML.AX,1,1.0,0,0,0.0,0.0,12.0,t,-54.10449861248705,0.0026373454668319678
MLM.AX,0,0.0,1,0,1.0,0.0,12.0,t,-48.835052553023516,0.0004536954935878532
MLD.AX,0,1.0,0,1,1.0,0.0,12.0,ct,-170.45282018347442,0.00032246816540926204
MFG.AX,0,1.0,0,0,0.0,0.0,12.0,n,248.02038019830871,0.3940004348754869
MEI.AX,0,1.0,0,0,0.0,0.0,12.0,c,-759.3024729680935,4.304432435972561e-07
MEA.AX,1,0.0,1,1,0.0,0.0,12.0,c,-51.20366815147565,0.0013744499586825698
MDC.AX,0,0.0,0,1,0.0,0.0,12.0,c,-92.91685003089962,1.9341701158581685e-05
MCR.AX,0,1.0,0,0,1.0,1.0,12.0,ct,-340.8107584835895,0.0006782818335831498
MCP.AX,1,1.0,1,1,1.0,1.0,12.0,n,-189.0065537271805,0.002028322742802846
MAQ.AX,1,0.0,1,1,1.0,1.0,12.0,t,137.98383510088746,0.003450497715355993
MAH.AX,0,1.0,0,1,1.0,0.0,12.0,ct,-430.22390399680603,0.00012941120575177267
MBK.AX,0,0.0,1,0,0.0,1.0,12.0,n,-600.5372781418409,1.4333836103524145e-05
LYC.AX,0,0.0,0,0,0.0,1.0,12.0,c,32.67407468629245,0.008285513530302824
LVT.AX,1,0.0,1,0,1.0,0.0,12.0,ct,-262.186775835403,0.0014391623053321425
LMG.AX,1,0.0,1,0,0.0,1.0,12.0,n,-920.3354983506548,3.844860897388343e-06
LLO.AX,1,0.0,0,0,1.0,1.0,12.0,ct,-259.35786598812575,6.312540747765992e-05
LLC.AX,0,0.0,0,1,1.0,1.0,12.0,c,354.9840003216539,0.10089418914223104
LIO.AX,0,0.0,1,1,0.0,0.0,12.0,c,-73.48832220128548,0.0019502295190150008
LCM.AX,0,1.0,1,1,0.0,0.0,12.0,t,-36.17190752628599,0.002148398695244369
ISD.AX,0,1.0,0,0,1.0,0.0,12.0,c,-117.70752138091908,0.00041486228689469046
IRE.AX,0,0.0,1,1,0.0,0.0,12.0,t,172.7104214219838,0.005657559357395314
IMF.AX,0,0.0,1,1,1.0,1.0,12.0,c,-33.97109163718767,0.00040307655411098153
IGL.AX,0,0.0,0,1,1.0,0.0,12.0,ct,-145.05622552866097,0.00084248876694204
IFN.AX,0,0.0,1,0,1.0,1.0,12.0,ct,-242.39587187616272,0.0006299850016341367
IAG.AX,1,0.0,0,1,1.0,1.0,12.0,n,-34.12850288593997,2.834940729279367e-06
HSO.AX,1,1.0,0,1,0.0,1.0,12.0,n,-192.108255971636,4.630277186112863e-06
HRR.AX,0,0.0,1,1,1.0,0.0,12.0,n,-251.47551180947232,0.00037514293639207
HMX.AX,0,0.0,1,1,0.0,0.0,12.0,c,-76.43879720190803,0.0015957289588131502
HLS.AX,1,0.0,0,1,1.0,1.0,12.0,ct,-101.64417571646229,0.00013951989411120638
HGL.AX,1,1.0,1,1,0.0,0.0,12.0,c,-56.773403936283216,0.0002856641081782776
HCH.AX,0,1.0,0,0,0.0,0.0,12.0,n,-852.913469307769,1.8626451769865326e-10
HAV.AX,0,1.0,0,0,0.0,0.0,12.0,n,-529.4998014613581,1.4901161138336505e-09
GOZ.AX,0,0.0,0,1,0.0,1.0,12.0,c,-19.126063937587034,0.002279671325619681
GOLD.AX,1,0.0,1,0,0.0,0.0,12.0,n,615.5305899338448,0.006110633336646743
GNG.AX,1,1.0,1,0,1.0,1.0,12.0,c,-255.0734068091782,0.00036618303325175466
GMN.AX,1,1.0,1,0,0.0,1.0,12.0,ct,-574.5656417602042,6.2702880529105776e-06
GLL.AX,0,1.0,0,0,0.0,1.0,12.0,ct,-282.16864439012124,0.00022611878609168912
GCR.AX,0,1.0,0,0,1.0,1.0,12.0,ct,-455.54632946746665,0.00013272961210542694
GBP.AX,1,1.0,0,0,0.0,1.0,12.0,t,-691.656403860171,1.8077294731896896e-06
GAL.AX,0,1.0,1,0,0.0,0.0,12.0,t,-25.49063631214132,0.003707380978181636
FZR.AX,1,0.0,0,0,0.0,0.0,12.0,ct,-592.3983761461147,1.786218631580349e-05
FXL.AX,0,0.0,1,0,0.0,0.0,12.0,c,-77.1876921403627,0.004388643096733036
GGE.AX,0,0.0,1,0,0.0,0.0,12.0,t,-982.9975299585981,1.674945940964221e-05
FUN.AX,1,0.0,0,1,0.0,0.0,12.0,n,-56.46315423249053,0.00034317417989741073
FTZ.AX,1,0.0,1,1,0.0,0.0,12.0,c,-44.27314280228461,0.01064640345250511
FRM.AX,1,1.0,1,0,1.0,1.0,12.0,ct,-260.2446967139821,0.00020653861172434398
FRI.AX,1,0.0,0,0,0.0,1.0,12.0,ct,-436.99432884798307,5.054668950044139e-05
FOD.AX,1,0.0,1,1,0.0,1.0,12.0,n,-506.4964951698653,4.309745734062953e-05
FMS.AX,0,1.0,0,0,0.0,0.0,12.0,n,-113.5753540335134,0.001611013230400569
FML.AX,1,1.0,0,1,0.0,1.0,12.0,n,-451.0930672779575,9.972422450366114e-05
FGF.AX,0,1.0,1,0,0.0,0.0,12.0,n,-816.4739643306599,5.996082124044844e-08
GLA.AX,1,1.0,1,1,0.0,0.0,12.0,n,-955.3404890666527,1.4559444302124532e-06
EZL.AX,0,0.0,0,0,0.0,1.0,12.0,c,-200.97449443485286,0.0009132126647930504
EVT.AX,1,0.0,0,1,1.0,0.0,12.0,n,33.48876109077697,0.00020475127859498346
ERL.AX,0,0.0,1,0,1.0,1.0,12.0,c,-687.0485700826707,1.6425109618763325e-05
EML.AX,1,0.0,0,0,1.0,1.0,12.0,t,-147.04853456419858,0.00027507594569087246
EGY.AX,1,1.0,1,1,1.0,0.0,12.0,t,-62.16803668530032,8.450998701997614e-05
EGH.AX,0,0.0,0,1,0.0,1.0,12.0,n,-381.2684267655486,4.382057760815572e-05
EEG.AX,0,0.0,1,0,0.0,0.0,12.0,c,-729.8311084858786,5.280771926764738e-05
EDE.AX,1,0.0,1,0,0.0,0.0,12.0,c,-652.6101199687737,3.0513047999114473e-06
ECG.AX,1,1.0,1,1,0.0,0.0,12.0,ct,-445.5031436230718,9.947803166987512e-06
EBG.AX,1,1.0,1,0,0.0,0.0,12.0,t,-60.51493629110918,0.0013508223033761946
DTL.AX,1,1.0,1,1,0.0,0.0,12.0,t,-256.67383603455426,0.00015729087486326954
DOW.AX,1,0.0,0,1,1.0,1.0,12.0,t,-31.41684006075972,0.0009111902994076717
DKM.AX,1,1.0,1,1,0.0,0.0,12.0,ct,-27.618124808949197,0.0024840146069430853
DGO.AX,1,1.0,0,1,0.0,0.0,12.0,c,-144.7274026414123,2.9132627832662017e-05
DDT.AX,0,1.0,1,0,0.0,0.0,12.0,ct,-191.82845614745412,0.0006279339203768904
DDR.AX,0,0.0,0,0,0.0,1.0,12.0,t,230.64859642573663,0.07250574785004726
CYB.AX,0,1.0,0,0,1.0,1.0,12.0,ct,-16.0901153852579,0.007128663330077778
CVN.AX,0,0.0,0,1,0.0,0.0,12.0,n,-127.9264630857112,0.0007205278643573343
CUP.AX,0,1.0,0,1,0.0,0.0,12.0,t,-28.788175185355055,0.02073428453488911
CTX.AX,0,0.0,0,1,0.0,0.0,12.0,ct,274.6522162415216,0.008980578702658448
CTD.AX,1,0.0,1,1,1.0,1.0,12.0,t,240.5739284661157,0.011452548699384836
CSS.AX,1,0.0,1,1,0.0,1.0,12.0,n,-267.00968590164496,4.356450255105225e-05
CRL.AX,1,1.0,0,0,0.0,0.0,12.0,n,-116.3908207741084,0.0002491182539320797
COI.AX,0,0.0,0,0,0.0,0.0,12.0,c,-46.66024188130042,0.0039244190539544695
COE.AX,0,0.0,1,0,0.0,0.0,12.0,ct,-440.3105200115429,0.0005312911967465528
CNW.AX,0,0.0,0,0,0.0,0.0,12.0,n,2.0,0.050999999046325684
CMM.AX,1,1.0,0,0,0.0,0.0,12.0,ct,-710.9931228442717,0.0003294155633488671
CLV.AX,0,1.0,1,1,0.0,1.0,12.0,c,-194.9486154988313,0.00026985211228236494
CLQ.AX,0,1.0,1,0,0.0,1.0,12.0,ct,-193.60987909830632,0.00014853559996136356
CLH.AX,0,1.0,1,1,1.0,1.0,12.0,c,-243.7473207477992,3.326801532566037e-05
CIM.AX,0,0.0,0,1,1.0,1.0,12.0,c,374.58522728348686,0.1041071659370374
CIE.AX,0,0.0,1,0,1.0,0.0,12.0,c,-190.00654356232934,0.0006553114497606094
CHN.AX,1,0.0,1,0,0.0,0.0,12.0,ct,-101.44873853244759,0.003508313485894279
CGF.AX,1,0.0,0,0,1.0,1.0,12.0,ct,72.52452852704945,0.0005038618027413122
CFE.AX,1,1.0,1,1,0.0,0.0,12.0,c,-62.460242219516324,0.0003047117797364737
CDV.AX,1,0.0,1,0,1.0,1.0,12.0,t,-305.08199255307176,0.0004179641090643616
CDP.AX,0,1.0,0,1,1.0,1.0,12.0,ct,-133.63619611773927,0.07307735874354471
CCV.AX,1,0.0,0,0,0.0,0.0,12.0,ct,-582.1592272549788,9.724121175613831e-06
CAR.AX,1,0.0,0,1,1.0,0.0,12.0,ct,90.4760236873037,0.0024413518374206693
CAP.AX,1,0.0,1,0,1.0,1.0,12.0,n,-530.9957303180249,3.3697938472077034e-05
CAJ.AX,0,0.0,0,0,0.0,1.0,12.0,ct,-388.86607244103516,6.621560139261073e-05
BYE.AX,1,0.0,1,1,1.0,1.0,12.0,ct,-308.6000764991528,0.00027359320449926733
BWX.AX,1,0.0,0,0,0.0,1.0,12.0,t,59.45675331087502,0.00017593473150157024
BWP.AX,0,0.0,1,0,1.0,0.0,12.0,n,-124.48183093563392,0.029448891980431213
BWF.AX,1,0.0,0,1,0.0,0.0,12.0,c,-28.78631449464313,0.002295551321868357
BUG.AX,1,1.0,0,0,1.0,0.0,12.0,n,-23.741888320617875,0.0016697794336431382
BSR.AX,0,0.0,0,1,1.0,0.0,12.0,ct,-613.4408240670931,6.150691773184475e-05
BSM.AX,1,0.0,1,0,1.0,0.0,12.0,ct,-57.23506677813279,0.00025897711272685544
BSL.AX,1,1.0,0,1,0.0,1.0,12.0,c,128.19623995912562,0.0006148133390482258
BRG.AX,0,1.0,0,1,0.0,0.0,12.0,c,117.07028104804508,0.0019716125870168355
BRBCA.AX,0,1.0,1,0,0.0,0.0,12.0,ct,-32.1776231368586,0.00045205902825778965
BOE.AX,1,1.0,0,0,1.0,1.0,12.0,n,-573.6293922730226,8.857808730319826e-07
BOA.AX,0,0.0,0,1,0.0,0.0,12.0,ct,-33.1768153553342,0.002407433248844285
BMG.AX,0,1.0,1,1,1.0,0.0,12.0,ct,-683.7933921786492,6.987796577003978e-06
BLX.AX,1,1.0,0,1,0.0,0.0,12.0,ct,-253.02383282681998,0.00010319965355054528
BLT.AX,0,0.0,0,1,1.0,1.0,12.0,n,-257.4586025670081,0.00014652767244338616
BLK.AX,1,0.0,0,0,1.0,1.0,12.0,n,-489.490107404804,7.116128822728245e-06
BLG.AX,1,0.0,0,0,1.0,1.0,12.0,ct,-283.1297356085913,2.651742717540984e-05
BCT.AX,0,1.0,0,0,1.0,0.0,12.0,n,-37.35626916380324,0.0005508947669553586
BAU.AX,0,1.0,1,0,1.0,0.0,12.0,t,-23.152444660382198,0.0007644983006429329
BAR.AX,1,0.0,1,1,0.0,1.0,12.0,ct,-650.840601550164,0.0003217287695310468
BAL.AX,0,0.0,1,0,0.0,1.0,12.0,ct,345.74451821687853,0.0258922508364563
AZS.AX,1,0.0,1,0,0.0,0.0,12.0,n,-62.11956782056573,0.0013206652475605664
AZJ.AX,0,1.0,0,1,1.0,0.0,12.0,t,-130.47917277763943,0.0017128154890304614
AXI.AX,0,0.0,1,1,1.0,0.0,12.0,c,-576.7366483150897,3.4237539287745866e-05
AVZ.AX,1,0.0,0,1,0.0,0.0,12.0,c,-405.7862275245592,2.4775775412613776e-05
AUZ.AX,1,0.0,0,1,0.0,1.0,12.0,t,-500.46622901426576,2.674599612467396e-05
AUC.AX,1,0.0,1,0,1.0,0.0,12.0,ct,-699.0194225631026,7.435348200031389e-06
AUB.AX,0,0.0,0,1,0.0,0.0,12.0,t,286.97246603319667,0.01696258949378482
8CO.AX,1,0.0,1,1,0.0,1.0,12.0,c,-609.4405985349254,0.02751129465366925
TPP.AX,0,1.0,0,0,0.0,1.0,12.0,n,-521.6739223939317,1.1390158199842125e-05
HZR.AX,1,0.0,1,0,1.0,1.0,12.0,t,-280.16806350556357,0.0003736942676752508
ETE.AX,1,0.0,0,0,1.0,0.0,12.0,t,-59.61945059334187,0.0006482360920367582
RWD.AX,0,0.0,0,0,1.0,0.0,12.0,c,-21.159495858274042,0.0019223278436374621
PIQ.AX,0,1.0,1,0,0.0,0.0,12.0,c,-61.043252678316286,0.0064488448604092
TML.AX,0,0.0,0,0,0.0,0.0,12.0,t,-28.365424889575078,0.001103429417585949
RMS.AX,0,0.0,1,1,1.0,1.0,12.0,c,-173.66640981989013,0.0014801422092101113
NDQ.AX,1,1.0,0,1,1.0,0.0,12.0,c,69.6674515491872,0.00068558152307574
CKF.AX,1,0.0,0,1,0.0,1.0,12.0,t,-58.14548498374114,0.2781517176183783
SAU.AX,1,1.0,1,1,0.0,0.0,12.0,c,-34.682496600576854,0.001693896058385755
BIQ.AX,1,0.0,1,1,1.0,1.0,12.0,c,-473.33978316693634,3.6842399351734445e-05
BRU.AX,1,1.0,1,1,1.0,1.0,12.0,c,-363.59233899611166,8.850928314374507e-06
GPR.AX,0,1.0,0,1,1.0,1.0,12.0,n,-658.4471170677815,6.642118038878433e-07
RSH.AX,0,0.0,0,0,0.0,0.0,12.0,ct,-435.4758525912539,2.220901540983533e-05
TOM.AX,1,0.0,1,0,1.0,0.0,12.0,n,-48.57761851655177,0.0005620283435079425
LIT.AX,0,0.0,0,0,1.0,0.0,12.0,n,-300.74818499285936,0.0004000008106231634
CDA.AX,0,0.0,0,1,0.0,0.0,12.0,ct,-56.46961450400021,0.00026921308112637377
CDT.AX,1,0.0,1,0,0.0,0.0,12.0,n,-129.69870694434638,8.319653970367993e-05
DJW.AX,1,0.0,0,0,1.0,0.0,12.0,n,-199.72519177595737,0.0003853494140493297
RXH.AX,1,0.0,1,1,1.0,0.0,12.0,c,-612.2307667365658,7.109575655409126e-06
LML.AX,1,1.0,0,0,0.0,1.0,12.0,n,-782.2709308108348,6.779630477241755e-08
SRI.AX,1,0.0,1,1,1.0,1.0,12.0,t,-730.5648179235126,1.7704953306357796e-06
IMC.AX,1,0.0,0,1,1.0,1.0,12.0,ct,-301.5111187758672,0.00028860297456922984
KIN.AX,0,1.0,0,0,0.0,0.0,12.0,n,-80.40301680512886,0.00768749229572242
TOU.AX,0,0.0,0,0,0.0,0.0,12.0,n,2.0,0.13500000536441806
SLK.AX,1,1.0,1,1,1.0,1.0,12.0,t,-139.2628827218616,0.0002922981466872976
NUH.AX,0,0.0,0,1,0.0,0.0,12.0,c,-461.9538162965152,1.2613276129225247e-05
POS.AX,1,0.0,1,0,1.0,1.0,12.0,n,-607.637240530813,1.900457762353536e-05
GBZ.AX,1,1.0,0,1,0.0,0.0,12.0,n,-959.9821919973042,8.539141572875067e-07
BUY.AX,0,1.0,0,1,0.0,0.0,12.0,c,-1038.7056213944388,4.981523611940522e-06
MAX.AX,1,1.0,0,1,1.0,0.0,12.0,n,-5.48529314918056,8.881784197001252e-16
GMC.AX,0,0.0,0,1,0.0,0.0,12.0,t,70.50346772681947,5.9334004730577344e-05
CLY.AX,1,1.0,1,0,0.0,0.0,12.0,n,-931.1814111329201,4.6770433613247545e-09
REH.AX,0,1.0,0,0,0.0,0.0,12.0,n,10.468811785808647,0.000499725341796875
MNS.AX,1,0.0,0,1,1.0,1.0,12.0,ct,-329.19324769948025,0.000172666973507013
CYC.AX,1,0.0,1,0,0.0,1.0,12.0,t,-228.96021288788282,0.0007072211406142781
GC1.AX,0,0.0,0,1,0.0,0.0,12.0,ct,-248.2634389684977,0.001414497786587865
TGN.AX,0,1.0,1,0,0.0,0.0,12.0,ct,-25.244283022093228,0.01913748187663224
OCL.AX,1,0.0,0,0,0.0,0.0,12.0,t,-133.75707862563615,9.398532138815696e-05
SIT.AX,1,0.0,0,1,0.0,1.0,12.0,c,-752.069050199066,5.7433215086277745e-06
SES.AX,0,0.0,0,1,0.0,1.0,12.0,n,-381.3789872852366,7.314854891222328e-05
ERM.AX,0,0.0,1,1,0.0,0.0,12.0,c,-72.30116316702271,0.0008931646647527398
BRN.AX,0,1.0,0,0,1.0,0.0,12.0,t,-420.49216070576966,1.8530591972501512e-05
ORR.AX,0,0.0,0,0,0.0,0.0,12.0,n,2.0,0.25999999046325684
GLB.AX,1,0.0,1,1,1.0,0.0,12.0,ct,-93.35052209473608,0.00035678381459369746
TNP.AX,0,1.0,0,0,1.0,0.0,12.0,n,-509.1178766784224,4.884981308350689e-15
GRV.AX,1,0.0,0,0,0.0,1.0,12.0,n,-718.9077020760808,1.6521477777878268e-07
HNR.AX,0,0.0,1,0,0.0,0.0,12.0,c,-848.3017866621742,0.0010430384877922732
EHE.AX,1,0.0,0,1,1.0,0.0,12.0,c,-83.78023576158685,0.0004276625593719885
ENR.AX,1,0.0,1,0,1.0,0.0,12.0,c,-578.6485327293473,8.806162461766354e-06
FAR.AX,0,0.0,1,1,0.0,1.0,12.0,ct,-455.1910891001474,0.000233088129059221
MEB.AX,1,0.0,1,0,0.0,0.0,12.0,n,-69.87636173071293,0.0018050964403932808
GBG.AX,0,1.0,0,0,1.0,0.0,12.0,c,-755.9311957491973,3.6448275672548713e-06
SIV.AX,1,1.0,0,1,1.0,0.0,12.0,n,53.25312691814464,0.00029683503205468753
CVV.AX,1,0.0,0,1,0.0,0.0,12.0,c,-633.7546778041028,2.588010457215545e-05
CKA.AX,1,0.0,1,0,0.0,0.0,12.0,ct,-111.27599633246705,0.0008931027249649402
RIE.AX,0,1.0,0,0,1.0,0.0,12.0,n,-34.95770367478582,0.0004486091399963861
KLO.AX,0,1.0,0,0,0.0,0.0,12.0,c,-80.57226074394211,0.0004455892911767733
MIN.AX,0,0.0,1,1,0.0,1.0,12.0,ct,206.54170268843362,0.0010082871471901458
LHB.AX,0,0.0,0,0,1.0,0.0,12.0,n,122.38315060824509,1.7347234759768067e-18
MP1.AX,0,0.0,1,0,1.0,1.0,12.0,t,53.210355503342505,6.135203033252878e-05
CAQ.AX,1,0.0,0,0,0.0,0.0,12.0,c,-374.904507587121,6.938893903907227e-18
HFR.AX,0,0.0,1,1,0.0,0.0,12.0,t,-181.26210883221862,0.001638369341505963
AVQ.AX,1,1.0,1,0,0.0,0.0,12.0,n,-546.3028100708989,7.873957729553903e-06
AVN.AX,0,1.0,1,1,0.0,0.0,12.0,n,-354.96880461538603,4.8887871475500324e-06
AVG.AX,1,0.0,0,1,0.0,0.0,12.0,ct,-386.2386941877119,2.3919412948214536e-05
AZM.AX,0,0.0,0,0,0.0,0.0,12.0,c,-162.19794888205288,0.002871725352811911
BBN.AX,0,0.0,1,1,0.0,1.0,12.0,ct,-80.51983537858379,0.004639859267894675
BBL.AX,1,0.0,0,0,0.0,0.0,12.0,c,-101.15899797374641,0.0006870990208192278
BCK.AX,0,0.0,1,1,1.0,1.0,12.0,n,-437.14058465220876,7.153602535335535e-05
BCC.AX,0,1.0,0,0,0.0,0.0,12.0,t,8.263457606658442,0.022440840352006167
BEL.AX,0,1.0,1,1,0.0,0.0,12.0,n,-69.45150832461698,0.001024606729572166
BGH.AX,0,0.0,0,0,0.0,0.0,12.0,n,2.0,0.06800000369548798
BGA.AX,1,0.0,1,0,0.0,1.0,12.0,n,-26.727758981348785,2.30798743876548e-05
BGS.AX,0,1.0,1,1,0.0,0.0,12.0,n,-21.19297842227748,0.006430898744626917
BGL.AX,0,0.0,1,0,0.0,0.0,12.0,t,-50.92148664752607,0.002562558309525276
BIT.AX,0,1.0,1,1,0.0,1.0,12.0,ct,-360.97978902869363,3.9780613260057e-05
PAR.AX,1,0.0,0,0,1.0,0.0,12.0,c,-139.12385213745145,0.00042704695808915016
BIS.AX,1,1.0,1,0,0.0,0.0,12.0,ct,-365.5107425384278,0.00012254564556379854
BKI.AX,0,0.0,0,1,1.0,0.0,12.0,ct,-114.3453593086396,0.0015214331944783945
